pair_index,pair_id,viewpoint_1,viewpoint_2,expected_train_images,expected_val_images,expected_test_pair_images,pilot_rank,pilot_name,pilot_note
1110,p1110,ellow-radfar-az045,elhigh-radmid-az000,285,60,65,,,
1111,p1111,ellow-radfar-az045,elhigh-radmid-az045,295,63,52,,,
1112,p1112,ellow-radfar-az045,elhigh-radmid-az090,289,65,56,,,
1113,p1113,ellow-radfar-az045,elhigh-radmid-az135,289,69,52,,,
1114,p1114,ellow-radfar-az045,elhigh-radmid-az180,284,74,52,,,
1115,p1115,ellow-radfar-az045,elhigh-radmid-az225,278,74,58,,,
1116,p1116,ellow-radfar-az045,elhigh-radmid-az270,295,66,49,,,
1117,p1117,ellow-radfar-az045,elhigh-radmid-az315,298,66,46,,,
1118,p1118,ellow-radfar-az045,elhigh-radfar-az000,302,57,51,,,
1119,p1119,ellow-radfar-az045,elhigh-radfar-az045,271,78,61,,,
1120,p1120,ellow-radfar-az045,elhigh-radfar-az090,295,64,51,,,
1121,p1121,ellow-radfar-az045,elhigh-radfar-az135,301,62,47,,,
1122,p1122,ellow-radfar-az045,elhigh-radfar-az180,295,68,47,,,
1123,p1123,ellow-radfar-az045,elhigh-radfar-az225,298,63,49,,,
1124,p1124,ellow-radfar-az045,elhigh-radfar-az270,292,66,52,,,
1125,p1125,ellow-radfar-az045,elhigh-radfar-az315,292,66,52,,,
1126,p1126,ellow-radfar-az090,ellow-radfar-az135,285,61,64,,,
1127,p1127,ellow-radfar-az090,ellow-radfar-az180,285,72,53,,,
1128,p1128,ellow-radfar-az090,ellow-radfar-az225,281,71,58,,,
1129,p1129,ellow-radfar-az090,ellow-radfar-az270,277,73,60,,,
1130,p1130,ellow-radfar-az090,ellow-radfar-az315,289,65,56,,,
1131,p1131,ellow-radfar-az090,elmid-radnear-az000,288,73,49,,,
1132,p1132,ellow-radfar-az090,elmid-radnear-az045,278,72,60,,,
1133,p1133,ellow-radfar-az090,elmid-radnear-az090,290,61,59,,,
1134,p1134,ellow-radfar-az090,elmid-radnear-az135,282,57,71,,,
1135,p1135,ellow-radfar-az090,elmid-radnear-az180,284,66,60,,,
1136,p1136,ellow-radfar-az090,elmid-radnear-az225,286,71,53,,,
1137,p1137,ellow-radfar-az090,elmid-radnear-az270,274,65,71,,,
1138,p1138,ellow-radfar-az090,elmid-radnear-az315,282,67,61,,,
1139,p1139,ellow-radfar-az090,elmid-radmid-az000,278,62,70,,,
1140,p1140,ellow-radfar-az090,elmid-radmid-az045,275,72,63,,,
1141,p1141,ellow-radfar-az090,elmid-radmid-az090,280,73,57,,,
1142,p1142,ellow-radfar-az090,elmid-radmid-az135,287,75,48,,,
1143,p1143,ellow-radfar-az090,elmid-radmid-az180,289,62,59,,,
1144,p1144,ellow-radfar-az090,elmid-radmid-az225,291,69,50,,,
1145,p1145,ellow-radfar-az090,elmid-radmid-az270,278,64,68,,,
1146,p1146,ellow-radfar-az090,elmid-radmid-az315,286,67,57,,,
1147,p1147,ellow-radfar-az090,elmid-radfar-az000,289,66,55,,,
1148,p1148,ellow-radfar-az090,elmid-radfar-az045,279,73,58,,,
1149,p1149,ellow-radfar-az090,elmid-radfar-az090,279,74,57,,,
1150,p1150,ellow-radfar-az090,elmid-radfar-az135,286,65,59,,,
1151,p1151,ellow-radfar-az090,elmid-radfar-az180,291,65,54,,,
1152,p1152,ellow-radfar-az090,elmid-radfar-az225,273,73,64,,,
1153,p1153,ellow-radfar-az090,elmid-radfar-az270,285,71,54,,,
1154,p1154,ellow-radfar-az090,elmid-radfar-az315,288,68,54,,,
1155,p1155,ellow-radfar-az090,elhigh-radnear-az000,281,67,62,,,
1156,p1156,ellow-radfar-az090,elhigh-radnear-az045,292,67,51,,,
1157,p1157,ellow-radfar-az090,elhigh-radnear-az090,281,73,56,,,
1158,p1158,ellow-radfar-az090,elhigh-radnear-az135,277,73,60,,,
1159,p1159,ellow-radfar-az090,elhigh-radnear-az180,286,65,59,,,
1160,p1160,ellow-radfar-az090,elhigh-radnear-az225,271,75,64,,,
1161,p1161,ellow-radfar-az090,elhigh-radnear-az270,283,69,58,,,
1162,p1162,ellow-radfar-az090,elhigh-radnear-az315,280,73,57,,,
1163,p1163,ellow-radfar-az090,elhigh-radmid-az000,277,62,71,,,
1164,p1164,ellow-radfar-az090,elhigh-radmid-az045,287,65,58,,,
1165,p1165,ellow-radfar-az090,elhigh-radmid-az090,281,67,62,,,
1166,p1166,ellow-radfar-az090,elhigh-radmid-az135,281,71,58,,,
1167,p1167,ellow-radfar-az090,elhigh-radmid-az180,276,76,58,,,
1168,p1168,ellow-radfar-az090,elhigh-radmid-az225,270,76,64,,,
1169,p1169,ellow-radfar-az090,elhigh-radmid-az270,287,68,55,,,
1170,p1170,ellow-radfar-az090,elhigh-radmid-az315,290,68,52,,,
1171,p1171,ellow-radfar-az090,elhigh-radfar-az000,294,59,57,,,
1172,p1172,ellow-radfar-az090,elhigh-radfar-az045,263,80,67,,,
1173,p1173,ellow-radfar-az090,elhigh-radfar-az090,287,66,57,,,
1174,p1174,ellow-radfar-az090,elhigh-radfar-az135,293,64,53,,,
1175,p1175,ellow-radfar-az090,elhigh-radfar-az180,287,70,53,,,
1176,p1176,ellow-radfar-az090,elhigh-radfar-az225,290,65,55,,,
1177,p1177,ellow-radfar-az090,elhigh-radfar-az270,284,68,58,,,
1178,p1178,ellow-radfar-az090,elhigh-radfar-az315,284,68,58,,,
1179,p1179,ellow-radfar-az135,ellow-radfar-az180,290,59,61,,,
1180,p1180,ellow-radfar-az135,ellow-radfar-az225,286,58,66,,,
1181,p1181,ellow-radfar-az135,ellow-radfar-az270,282,60,68,,,
1182,p1182,ellow-radfar-az135,ellow-radfar-az315,294,52,64,,,
1183,p1183,ellow-radfar-az135,elmid-radnear-az000,293,60,57,,,
1184,p1184,ellow-radfar-az135,elmid-radnear-az045,283,59,68,,,
1185,p1185,ellow-radfar-az135,elmid-radnear-az090,295,48,67,,,
1186,p1186,ellow-radfar-az135,elmid-radnear-az135,287,44,79,,,
1187,p1187,ellow-radfar-az135,elmid-radnear-az180,289,53,68,,,
1188,p1188,ellow-radfar-az135,elmid-radnear-az225,291,58,61,,,
1189,p1189,ellow-radfar-az135,elmid-radnear-az270,279,52,79,,,
1190,p1190,ellow-radfar-az135,elmid-radnear-az315,287,54,69,,,
1191,p1191,ellow-radfar-az135,elmid-radmid-az000,283,49,78,,,
1192,p1192,ellow-radfar-az135,elmid-radmid-az045,280,59,71,,,
1193,p1193,ellow-radfar-az135,elmid-radmid-az090,285,60,65,,,
1194,p1194,ellow-radfar-az135,elmid-radmid-az135,292,62,56,,,
1195,p1195,ellow-radfar-az135,elmid-radmid-az180,294,49,67,,,
1196,p1196,ellow-radfar-az135,elmid-radmid-az225,296,56,58,,,
1197,p1197,ellow-radfar-az135,elmid-radmid-az270,283,51,76,,,
1198,p1198,ellow-radfar-az135,elmid-radmid-az315,291,54,65,,,
1199,p1199,ellow-radfar-az135,elmid-radfar-az000,294,53,63,,,
1200,p1200,ellow-radfar-az135,elmid-radfar-az045,284,60,66,,,
1201,p1201,ellow-radfar-az135,elmid-radfar-az090,284,61,65,,,
1202,p1202,ellow-radfar-az135,elmid-radfar-az135,291,52,67,,,
1203,p1203,ellow-radfar-az135,elmid-radfar-az180,296,52,62,,,
1204,p1204,ellow-radfar-az135,elmid-radfar-az225,278,60,72,,,
1205,p1205,ellow-radfar-az135,elmid-radfar-az270,290,58,62,,,
1206,p1206,ellow-radfar-az135,elmid-radfar-az315,293,55,62,,,
1207,p1207,ellow-radfar-az135,elhigh-radnear-az000,286,54,70,,,
1208,p1208,ellow-radfar-az135,elhigh-radnear-az045,297,54,59,,,
1209,p1209,ellow-radfar-az135,elhigh-radnear-az090,286,60,64,,,
1210,p1210,ellow-radfar-az135,elhigh-radnear-az135,282,60,68,,,
1211,p1211,ellow-radfar-az135,elhigh-radnear-az180,291,52,67,,,
1212,p1212,ellow-radfar-az135,elhigh-radnear-az225,276,62,72,,,
1213,p1213,ellow-radfar-az135,elhigh-radnear-az270,288,56,66,,,
1214,p1214,ellow-radfar-az135,elhigh-radnear-az315,285,60,65,,,
1215,p1215,ellow-radfar-az135,elhigh-radmid-az000,282,49,79,,,
1216,p1216,ellow-radfar-az135,elhigh-radmid-az045,292,52,66,,,
1217,p1217,ellow-radfar-az135,elhigh-radmid-az090,286,54,70,,,
1218,p1218,ellow-radfar-az135,elhigh-radmid-az135,286,58,66,,,
1219,p1219,ellow-radfar-az135,elhigh-radmid-az180,281,63,66,,,
1220,p1220,ellow-radfar-az135,elhigh-radmid-az225,275,63,72,,,
1221,p1221,ellow-radfar-az135,elhigh-radmid-az270,292,55,63,,,
1222,p1222,ellow-radfar-az135,elhigh-radmid-az315,295,55,60,,,
1223,p1223,ellow-radfar-az135,elhigh-radfar-az000,299,46,65,,,
1224,p1224,ellow-radfar-az135,elhigh-radfar-az045,268,67,75,,,
1225,p1225,ellow-radfar-az135,elhigh-radfar-az090,292,53,65,,,
1226,p1226,ellow-radfar-az135,elhigh-radfar-az135,298,51,61,,,
1227,p1227,ellow-radfar-az135,elhigh-radfar-az180,292,57,61,,,
1228,p1228,ellow-radfar-az135,elhigh-radfar-az225,295,52,63,,,
1229,p1229,ellow-radfar-az135,elhigh-radfar-az270,289,55,66,,,
1230,p1230,ellow-radfar-az135,elhigh-radfar-az315,289,55,66,,,
1231,p1231,ellow-radfar-az180,ellow-radfar-az225,286,69,55,,,
1232,p1232,ellow-radfar-az180,ellow-radfar-az270,282,71,57,,,
1233,p1233,ellow-radfar-az180,ellow-radfar-az315,294,63,53,,,
1234,p1234,ellow-radfar-az180,elmid-radnear-az000,293,71,46,,,
1235,p1235,ellow-radfar-az180,elmid-radnear-az045,283,70,57,,,
1236,p1236,ellow-radfar-az180,elmid-radnear-az090,295,59,56,,,
1237,p1237,ellow-radfar-az180,elmid-radnear-az135,287,55,68,,,
1238,p1238,ellow-radfar-az180,elmid-radnear-az180,289,64,57,,,
1239,p1239,ellow-radfar-az180,elmid-radnear-az225,291,69,50,,,
1240,p1240,ellow-radfar-az180,elmid-radnear-az270,279,63,68,,,
1241,p1241,ellow-radfar-az180,elmid-radnear-az315,287,65,58,,,
1242,p1242,ellow-radfar-az180,elmid-radmid-az000,283,60,67,,,
1243,p1243,ellow-radfar-az180,elmid-radmid-az045,280,70,60,,,
1244,p1244,ellow-radfar-az180,elmid-radmid-az090,285,71,54,,,
1245,p1245,ellow-radfar-az180,elmid-radmid-az135,292,73,45,,,
1246,p1246,ellow-radfar-az180,elmid-radmid-az180,294,60,56,,,
1247,p1247,ellow-radfar-az180,elmid-radmid-az225,296,67,47,,,
1248,p1248,ellow-radfar-az180,elmid-radmid-az270,283,62,65,,,
1249,p1249,ellow-radfar-az180,elmid-radmid-az315,291,65,54,,,
1250,p1250,ellow-radfar-az180,elmid-radfar-az000,294,64,52,,,
1251,p1251,ellow-radfar-az180,elmid-radfar-az045,284,71,55,,,
1252,p1252,ellow-radfar-az180,elmid-radfar-az090,284,72,54,,,
1253,p1253,ellow-radfar-az180,elmid-radfar-az135,291,63,56,,,
1254,p1254,ellow-radfar-az180,elmid-radfar-az180,296,63,51,,,
1255,p1255,ellow-radfar-az180,elmid-radfar-az225,278,71,61,,,
1256,p1256,ellow-radfar-az180,elmid-radfar-az270,290,69,51,,,
1257,p1257,ellow-radfar-az180,elmid-radfar-az315,293,66,51,,,
1258,p1258,ellow-radfar-az180,elhigh-radnear-az000,286,65,59,,,
1259,p1259,ellow-radfar-az180,elhigh-radnear-az045,297,65,48,,,
1260,p1260,ellow-radfar-az180,elhigh-radnear-az090,286,71,53,,,
1261,p1261,ellow-radfar-az180,elhigh-radnear-az135,282,71,57,,,
1262,p1262,ellow-radfar-az180,elhigh-radnear-az180,291,63,56,,,
1263,p1263,ellow-radfar-az180,elhigh-radnear-az225,276,73,61,,,
1264,p1264,ellow-radfar-az180,elhigh-radnear-az270,288,67,55,,,
1265,p1265,ellow-radfar-az180,elhigh-radnear-az315,285,71,54,,,
1266,p1266,ellow-radfar-az180,elhigh-radmid-az000,282,60,68,,,
1267,p1267,ellow-radfar-az180,elhigh-radmid-az045,292,63,55,,,
1268,p1268,ellow-radfar-az180,elhigh-radmid-az090,286,65,59,,,
1269,p1269,ellow-radfar-az180,elhigh-radmid-az135,286,69,55,,,
1270,p1270,ellow-radfar-az180,elhigh-radmid-az180,281,74,55,,,
1271,p1271,ellow-radfar-az180,elhigh-radmid-az225,275,74,61,,,
1272,p1272,ellow-radfar-az180,elhigh-radmid-az270,292,66,52,,,
1273,p1273,ellow-radfar-az180,elhigh-radmid-az315,295,66,49,,,
1274,p1274,ellow-radfar-az180,elhigh-radfar-az000,299,57,54,,,
1275,p1275,ellow-radfar-az180,elhigh-radfar-az045,268,78,64,,,
1276,p1276,ellow-radfar-az180,elhigh-radfar-az090,292,64,54,,,
1277,p1277,ellow-radfar-az180,elhigh-radfar-az135,298,62,50,,,
1278,p1278,ellow-radfar-az180,elhigh-radfar-az180,292,68,50,,,
1279,p1279,ellow-radfar-az180,elhigh-radfar-az225,295,63,52,,,
1280,p1280,ellow-radfar-az180,elhigh-radfar-az270,289,66,55,,,
1281,p1281,ellow-radfar-az180,elhigh-radfar-az315,289,66,55,,,
1282,p1282,ellow-radfar-az225,ellow-radfar-az270,278,70,62,,,
1283,p1283,ellow-radfar-az225,ellow-radfar-az315,290,62,58,,,
1284,p1284,ellow-radfar-az225,elmid-radnear-az000,289,70,51,,,
1285,p1285,ellow-radfar-az225,elmid-radnear-az045,279,69,62,,,
1286,p1286,ellow-radfar-az225,elmid-radnear-az090,291,58,61,,,
1287,p1287,ellow-radfar-az225,elmid-radnear-az135,283,54,73,,,
1288,p1288,ellow-radfar-az225,elmid-radnear-az180,285,63,62,,,
1289,p1289,ellow-radfar-az225,elmid-radnear-az225,287,68,55,,,
1290,p1290,ellow-radfar-az225,elmid-radnear-az270,275,62,73,,,
1291,p1291,ellow-radfar-az225,elmid-radnear-az315,283,64,63,,,
1292,p1292,ellow-radfar-az225,elmid-radmid-az000,279,59,72,,,
1293,p1293,ellow-radfar-az225,elmid-radmid-az045,276,69,65,,,
1294,p1294,ellow-radfar-az225,elmid-radmid-az090,281,70,59,,,
1295,p1295,ellow-radfar-az225,elmid-radmid-az135,288,72,50,,,
1296,p1296,ellow-radfar-az225,elmid-radmid-az180,290,59,61,,,
1297,p1297,ellow-radfar-az225,elmid-radmid-az225,292,66,52,,,
1298,p1298,ellow-radfar-az225,elmid-radmid-az270,279,61,70,,,
1299,p1299,ellow-radfar-az225,elmid-radmid-az315,287,64,59,,,
1300,p1300,ellow-radfar-az225,elmid-radfar-az000,290,63,57,,,
1301,p1301,ellow-radfar-az225,elmid-radfar-az045,280,70,60,,,
1302,p1302,ellow-radfar-az225,elmid-radfar-az090,280,71,59,,,
1303,p1303,ellow-radfar-az225,elmid-radfar-az135,287,62,61,,,
1304,p1304,ellow-radfar-az225,elmid-radfar-az180,292,62,56,,,
1305,p1305,ellow-radfar-az225,elmid-radfar-az225,274,70,66,,,
1306,p1306,ellow-radfar-az225,elmid-radfar-az270,286,68,56,,,
1307,p1307,ellow-radfar-az225,elmid-radfar-az315,289,65,56,,,
1308,p1308,ellow-radfar-az225,elhigh-radnear-az000,282,64,64,,,
1309,p1309,ellow-radfar-az225,elhigh-radnear-az045,293,64,53,,,
1310,p1310,ellow-radfar-az225,elhigh-radnear-az090,282,70,58,,,
1311,p1311,ellow-radfar-az225,elhigh-radnear-az135,278,70,62,,,
1312,p1312,ellow-radfar-az225,elhigh-radnear-az180,287,62,61,,,
1313,p1313,ellow-radfar-az225,elhigh-radnear-az225,272,72,66,,,
1314,p1314,ellow-radfar-az225,elhigh-radnear-az270,284,66,60,,,
1315,p1315,ellow-radfar-az225,elhigh-radnear-az315,281,70,59,,,
1316,p1316,ellow-radfar-az225,elhigh-radmid-az000,278,59,73,,,
1317,p1317,ellow-radfar-az225,elhigh-radmid-az045,288,62,60,,,
1318,p1318,ellow-radfar-az225,elhigh-radmid-az090,282,64,64,,,
1319,p1319,ellow-radfar-az225,elhigh-radmid-az135,282,68,60,,,
1320,p1320,ellow-radfar-az225,elhigh-radmid-az180,277,73,60,,,
1321,p1321,ellow-radfar-az225,elhigh-radmid-az225,271,73,66,,,
1322,p1322,ellow-radfar-az225,elhigh-radmid-az270,288,65,57,,,
1323,p1323,ellow-radfar-az225,elhigh-radmid-az315,291,65,54,,,
1324,p1324,ellow-radfar-az225,elhigh-radfar-az000,295,56,59,,,
1325,p1325,ellow-radfar-az225,elhigh-radfar-az045,264,77,69,,,
1326,p1326,ellow-radfar-az225,elhigh-radfar-az090,288,63,59,,,
1327,p1327,ellow-radfar-az225,elhigh-radfar-az135,294,61,55,,,
1328,p1328,ellow-radfar-az225,elhigh-radfar-az180,288,67,55,,,
1329,p1329,ellow-radfar-az225,elhigh-radfar-az225,291,62,57,,,
1330,p1330,ellow-radfar-az225,elhigh-radfar-az270,285,65,60,,,
1331,p1331,ellow-radfar-az225,elhigh-radfar-az315,285,65,60,,,
1332,p1332,ellow-radfar-az270,ellow-radfar-az315,286,64,60,,,
1333,p1333,ellow-radfar-az270,elmid-radnear-az000,285,72,53,,,
1334,p1334,ellow-radfar-az270,elmid-radnear-az045,275,71,64,,,
1335,p1335,ellow-radfar-az270,elmid-radnear-az090,287,60,63,,,
1336,p1336,ellow-radfar-az270,elmid-radnear-az135,279,56,75,,,
1337,p1337,ellow-radfar-az270,elmid-radnear-az180,281,65,64,,,
1338,p1338,ellow-radfar-az270,elmid-radnear-az225,283,70,57,,,
1339,p1339,ellow-radfar-az270,elmid-radnear-az270,271,64,75,,,
1340,p1340,ellow-radfar-az270,elmid-radnear-az315,279,66,65,,,
1341,p1341,ellow-radfar-az270,elmid-radmid-az000,275,61,74,,,
1342,p1342,ellow-radfar-az270,elmid-radmid-az045,272,71,67,,,
1343,p1343,ellow-radfar-az270,elmid-radmid-az090,277,72,61,,,
1344,p1344,ellow-radfar-az270,elmid-radmid-az135,284,74,52,,,
1345,p1345,ellow-radfar-az270,elmid-radmid-az180,286,61,63,,,
1346,p1346,ellow-radfar-az270,elmid-radmid-az225,288,68,54,,,
1347,p1347,ellow-radfar-az270,elmid-radmid-az270,275,63,72,,,
1348,p1348,ellow-radfar-az270,elmid-radmid-az315,283,66,61,,,
1349,p1349,ellow-radfar-az270,elmid-radfar-az000,286,65,59,,,
1350,p1350,ellow-radfar-az270,elmid-radfar-az045,276,72,62,,,
1351,p1351,ellow-radfar-az270,elmid-radfar-az090,276,73,61,,,
1352,p1352,ellow-radfar-az270,elmid-radfar-az135,283,64,63,,,
1353,p1353,ellow-radfar-az270,elmid-radfar-az180,288,64,58,,,
1354,p1354,ellow-radfar-az270,elmid-radfar-az225,270,72,68,,,
1355,p1355,ellow-radfar-az270,elmid-radfar-az270,282,70,58,,,
1356,p1356,ellow-radfar-az270,elmid-radfar-az315,285,67,58,,,
1357,p1357,ellow-radfar-az270,elhigh-radnear-az000,278,66,66,,,
1358,p1358,ellow-radfar-az270,elhigh-radnear-az045,289,66,55,,,
1359,p1359,ellow-radfar-az270,elhigh-radnear-az090,278,72,60,,,
1360,p1360,ellow-radfar-az270,elhigh-radnear-az135,274,72,64,,,
1361,p1361,ellow-radfar-az270,elhigh-radnear-az180,283,64,63,,,
1362,p1362,ellow-radfar-az270,elhigh-radnear-az225,268,74,68,,,
1363,p1363,ellow-radfar-az270,elhigh-radnear-az270,280,68,62,,,
1364,p1364,ellow-radfar-az270,elhigh-radnear-az315,277,72,61,,,
1365,p1365,ellow-radfar-az270,elhigh-radmid-az000,274,61,75,,,
1366,p1366,ellow-radfar-az270,elhigh-radmid-az045,284,64,62,,,
1367,p1367,ellow-radfar-az270,elhigh-radmid-az090,278,66,66,,,
1368,p1368,ellow-radfar-az270,elhigh-radmid-az135,278,70,62,,,
1369,p1369,ellow-radfar-az270,elhigh-radmid-az180,273,75,62,,,
1370,p1370,ellow-radfar-az270,elhigh-radmid-az225,267,75,68,,,
1371,p1371,ellow-radfar-az270,elhigh-radmid-az270,284,67,59,,,
1372,p1372,ellow-radfar-az270,elhigh-radmid-az315,287,67,56,,,
1373,p1373,ellow-radfar-az270,elhigh-radfar-az000,291,58,61,,,
1374,p1374,ellow-radfar-az270,elhigh-radfar-az045,260,79,71,,,
1375,p1375,ellow-radfar-az270,elhigh-radfar-az090,284,65,61,,,
1376,p1376,ellow-radfar-az270,elhigh-radfar-az135,290,63,57,,,
1377,p1377,ellow-radfar-az270,elhigh-radfar-az180,284,69,57,,,
1378,p1378,ellow-radfar-az270,elhigh-radfar-az225,287,64,59,,,
1379,p1379,ellow-radfar-az270,elhigh-radfar-az270,281,67,62,,,
1380,p1380,ellow-radfar-az270,elhigh-radfar-az315,281,67,62,,,
1381,p1381,ellow-radfar-az315,elmid-radnear-az000,297,64,49,,,
1382,p1382,ellow-radfar-az315,elmid-radnear-az045,287,63,60,,,
1383,p1383,ellow-radfar-az315,elmid-radnear-az090,299,52,59,,,
1384,p1384,ellow-radfar-az315,elmid-radnear-az135,291,48,71,,,
1385,p1385,ellow-radfar-az315,elmid-radnear-az180,293,57,60,,,
1386,p1386,ellow-radfar-az315,elmid-radnear-az225,295,62,53,,,
1387,p1387,ellow-radfar-az315,elmid-radnear-az270,283,56,71,,,
1388,p1388,ellow-radfar-az315,elmid-radnear-az315,291,58,61,,,
1389,p1389,ellow-radfar-az315,elmid-radmid-az000,287,53,70,,,
1390,p1390,ellow-radfar-az315,elmid-radmid-az045,284,63,63,,,
1391,p1391,ellow-radfar-az315,elmid-radmid-az090,289,64,57,,,
1392,p1392,ellow-radfar-az315,elmid-radmid-az135,296,66,48,,,
1393,p1393,ellow-radfar-az315,elmid-radmid-az180,298,53,59,,,
1394,p1394,ellow-radfar-az315,elmid-radmid-az225,300,60,50,,,
1395,p1395,ellow-radfar-az315,elmid-radmid-az270,287,55,68,,,
1396,p1396,ellow-radfar-az315,elmid-radmid-az315,295,58,57,,,
1397,p1397,ellow-radfar-az315,elmid-radfar-az000,298,57,55,,,
1398,p1398,ellow-radfar-az315,elmid-radfar-az045,288,64,58,,,
1399,p1399,ellow-radfar-az315,elmid-radfar-az090,288,65,57,,,
1400,p1400,ellow-radfar-az315,elmid-radfar-az135,295,56,59,,,
1401,p1401,ellow-radfar-az315,elmid-radfar-az180,300,56,54,,,
1402,p1402,ellow-radfar-az315,elmid-radfar-az225,282,64,64,,,
1403,p1403,ellow-radfar-az315,elmid-radfar-az270,294,62,54,,,
1404,p1404,ellow-radfar-az315,elmid-radfar-az315,297,59,54,,,
1405,p1405,ellow-radfar-az315,elhigh-radnear-az000,290,58,62,,,
1406,p1406,ellow-radfar-az315,elhigh-radnear-az045,301,58,51,,,
1407,p1407,ellow-radfar-az315,elhigh-radnear-az090,290,64,56,,,
1408,p1408,ellow-radfar-az315,elhigh-radnear-az135,286,64,60,,,
1409,p1409,ellow-radfar-az315,elhigh-radnear-az180,295,56,59,,,
1410,p1410,ellow-radfar-az315,elhigh-radnear-az225,280,66,64,,,
1411,p1411,ellow-radfar-az315,elhigh-radnear-az270,292,60,58,,,
1412,p1412,ellow-radfar-az315,elhigh-radnear-az315,289,64,57,,,
1413,p1413,ellow-radfar-az315,elhigh-radmid-az000,286,53,71,,,
1414,p1414,ellow-radfar-az315,elhigh-radmid-az045,296,56,58,,,
1415,p1415,ellow-radfar-az315,elhigh-radmid-az090,290,58,62,,,
1416,p1416,ellow-radfar-az315,elhigh-radmid-az135,290,62,58,,,
1417,p1417,ellow-radfar-az315,elhigh-radmid-az180,285,67,58,,,
1418,p1418,ellow-radfar-az315,elhigh-radmid-az225,279,67,64,,,
1419,p1419,ellow-radfar-az315,elhigh-radmid-az270,296,59,55,,,
1420,p1420,ellow-radfar-az315,elhigh-radmid-az315,299,59,52,,,
1421,p1421,ellow-radfar-az315,elhigh-radfar-az000,303,50,57,,,
1422,p1422,ellow-radfar-az315,elhigh-radfar-az045,272,71,67,,,
1423,p1423,ellow-radfar-az315,elhigh-radfar-az090,296,57,57,,,
1424,p1424,ellow-radfar-az315,elhigh-radfar-az135,302,55,53,,,
1425,p1425,ellow-radfar-az315,elhigh-radfar-az180,296,61,53,,,
1426,p1426,ellow-radfar-az315,elhigh-radfar-az225,299,56,55,,,
1427,p1427,ellow-radfar-az315,elhigh-radfar-az270,293,59,58,,,
1428,p1428,ellow-radfar-az315,elhigh-radfar-az315,293,59,58,,,
1429,p1429,elmid-radnear-az000,elmid-radnear-az045,286,71,53,,,
1430,p1430,elmid-radnear-az000,elmid-radnear-az090,298,60,52,,,
1431,p1431,elmid-radnear-az000,elmid-radnear-az135,290,56,64,,,
1432,p1432,elmid-radnear-az000,elmid-radnear-az180,292,65,53,,,
1433,p1433,elmid-radnear-az000,elmid-radnear-az225,294,70,46,,,
1434,p1434,elmid-radnear-az000,elmid-radnear-az270,282,64,64,,,
1435,p1435,elmid-radnear-az000,elmid-radnear-az315,290,66,54,,,
1436,p1436,elmid-radnear-az000,elmid-radmid-az000,286,61,63,,,
1437,p1437,elmid-radnear-az000,elmid-radmid-az045,283,71,56,,,
1438,p1438,elmid-radnear-az000,elmid-radmid-az090,288,72,50,,,
1439,p1439,elmid-radnear-az000,elmid-radmid-az135,295,74,41,,,
1440,p1440,elmid-radnear-az000,elmid-radmid-az180,297,61,52,,,
1441,p1441,elmid-radnear-az000,elmid-radmid-az225,299,68,43,,,
1442,p1442,elmid-radnear-az000,elmid-radmid-az270,286,63,61,,,
1443,p1443,elmid-radnear-az000,elmid-radmid-az315,294,66,50,,,
1444,p1444,elmid-radnear-az000,elmid-radfar-az000,297,65,48,,,
1445,p1445,elmid-radnear-az000,elmid-radfar-az045,287,72,51,,,
1446,p1446,elmid-radnear-az000,elmid-radfar-az090,287,73,50,,,
1447,p1447,elmid-radnear-az000,elmid-radfar-az135,294,64,52,,,
1448,p1448,elmid-radnear-az000,elmid-radfar-az180,299,64,47,,,
1449,p1449,elmid-radnear-az000,elmid-radfar-az225,281,72,57,,,
1450,p1450,elmid-radnear-az000,elmid-radfar-az270,293,70,47,,,
1451,p1451,elmid-radnear-az000,elmid-radfar-az315,296,67,47,,,
1452,p1452,elmid-radnear-az000,elhigh-radnear-az000,289,66,55,,,
1453,p1453,elmid-radnear-az000,elhigh-radnear-az045,300,66,44,,,
1454,p1454,elmid-radnear-az000,elhigh-radnear-az090,289,72,49,,,
1455,p1455,elmid-radnear-az000,elhigh-radnear-az135,285,72,53,,,
1456,p1456,elmid-radnear-az000,elhigh-radnear-az180,294,64,52,,,
1457,p1457,elmid-radnear-az000,elhigh-radnear-az225,279,74,57,,,
1458,p1458,elmid-radnear-az000,elhigh-radnear-az270,291,68,51,,,
1459,p1459,elmid-radnear-az000,elhigh-radnear-az315,288,72,50,,,
1460,p1460,elmid-radnear-az000,elhigh-radmid-az000,285,61,64,,,
1461,p1461,elmid-radnear-az000,elhigh-radmid-az045,295,64,51,,,
1462,p1462,elmid-radnear-az000,elhigh-radmid-az090,289,66,55,,,
1463,p1463,elmid-radnear-az000,elhigh-radmid-az135,289,70,51,,,
1464,p1464,elmid-radnear-az000,elhigh-radmid-az180,284,75,51,,,
1465,p1465,elmid-radnear-az000,elhigh-radmid-az225,278,75,57,,,
1466,p1466,elmid-radnear-az000,elhigh-radmid-az270,295,67,48,,,
1467,p1467,elmid-radnear-az000,elhigh-radmid-az315,298,67,45,,,
1468,p1468,elmid-radnear-az000,elhigh-radfar-az000,302,58,50,,,
1469,p1469,elmid-radnear-az000,elhigh-radfar-az045,271,79,60,,,
1470,p1470,elmid-radnear-az000,elhigh-radfar-az090,295,65,50,,,
