viewpoint_1,viewpoint_2,combination_label,scene_count,mean_best_pair_strict_quality,best_individual_mean_strict_quality_on_matched_scenes,pair_synergy_strict,mean_best_pair_AP50_95,elevation_pattern,radius_pattern,azimuth_pattern,unique_elevation_count,unique_radius_count,unique_azimuth_count,max_pairwise_azimuth_gap,mean_pairwise_azimuth_gap,radius_relationship,elevation_relationship,azimuth_relationship,diversity_type,diversity_factor_count
ellow-radnear-az225,elmid-radfar-az000,ellow-radnear-az225 + elmid-radfar-az000,8,0.9656249526986063,0.9651220614012495,0.0005028912973568112,0.96875,low + mid,near + far,000 + 225,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az180,elmid-radfar-az225,ellow-radnear-az180 + elmid-radfar-az225,7,0.933166602188407,0.9326749180684948,0.0004916841199121835,0.9440017450029844,low + mid,near + far,180 + 225,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az225,elmid-radnear-az315,elmid-radnear-az225 + elmid-radnear-az315,6,0.9674011647025557,0.9669110437786385,0.0004901209239172033,1.0,mid,near,225 + 315,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elmid-radnear-az225,elmid-radmid-az270,elmid-radnear-az225 + elmid-radmid-az270,6,0.9605060644589081,0.9600175894182037,0.0004884750407043725,0.9646990740982195,mid,near + mid,225 + 270,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az180,elhigh-radmid-az270,elhigh-radnear-az180 + elhigh-radmid-az270,3,0.9434423340867184,0.9429553198445149,0.00048701424220354284,1.0,high,near + mid,180 + 270,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radnear-az315,elhigh-radmid-az135,elmid-radnear-az315 + elhigh-radmid-az135,9,0.904373486240709,0.9039013583404206,0.00047212790028838825,0.9375,mid + high,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az045,elhigh-radnear-az045,ellow-radnear-az045 + elhigh-radnear-az045,2,0.8965502379913826,0.896079139422298,0.0004710985690845604,0.9390625,low + high,near,045,2,1,1,0,0.0,same_radius,low_high,same_azimuth,elevation_only,1
elmid-radmid-az000,elmid-radmid-az315,elmid-radmid-az000 + elmid-radmid-az315,5,0.902251273415471,0.9017827911049643,0.0004684823105066682,0.853196650524367,mid,mid,000 + 315,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radnear-az135,ellow-radmid-az180,ellow-radnear-az135 + ellow-radmid-az180,5,0.9632448195449796,0.9627784776738408,0.000466341871138809,0.9074074101668816,low,near + mid,135 + 180,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elmid-radfar-az090,elhigh-radmid-az270,elmid-radfar-az090 + elhigh-radmid-az270,4,0.8784154647439735,0.8779495465142517,0.00046591822972175123,0.925,mid + high,mid + far,090 + 270,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az135,elmid-radmid-az225,ellow-radmid-az135 + elmid-radmid-az225,2,0.9374224160718612,0.9369593412303132,0.0004630748415479502,1.0,low + mid,mid,135 + 225,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radfar-az090,elmid-radnear-az135,ellow-radfar-az090 + elmid-radnear-az135,8,0.9244770417417096,0.9240259953704988,0.00045104637121085034,0.9463932241992055,low + mid,near + far,090 + 135,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az315,elmid-radmid-az000,elmid-radnear-az315 + elmid-radmid-az000,9,0.923450341879893,0.9230000368829125,0.00045030499698051063,0.9739583333333334,mid,near + mid,000 + 315,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elmid-radnear-az090,elhigh-radmid-az315,elmid-radnear-az090 + elhigh-radmid-az315,4,0.8775932676142579,0.877149919932017,0.00044334768224096877,0.9224560120821415,mid + high,near + mid,090 + 315,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az045,elhigh-radnear-az090,ellow-radmid-az045 + elhigh-radnear-az090,6,0.9041827496989008,0.903739540883692,0.0004432088152087621,0.9055555580680569,low + high,near + mid,045 + 090,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az180,elhigh-radfar-az270,elmid-radnear-az180 + elhigh-radfar-az270,4,0.9448487352065351,0.9444130388726419,0.0004356963338931763,0.9620037649398606,mid + high,near + far,180 + 270,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az090,elmid-radmid-az225,ellow-radfar-az090 + elmid-radmid-az225,5,0.9441050844717097,0.9436735562041634,0.0004315282675463328,0.9419029105693497,low + mid,mid + far,090 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az315,elmid-radnear-az270,ellow-radfar-az315 + elmid-radnear-az270,4,0.9167233273844602,0.9162984743412572,0.00042485304320294404,0.946875,low + mid,near + far,270 + 315,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az135,elmid-radmid-az315,elmid-radnear-az135 + elmid-radmid-az315,6,0.9351274949653501,0.9347032446958726,0.00042425026947745526,0.9744345238432288,mid,near + mid,135 + 315,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
elhigh-radmid-az270,elhigh-radmid-az315,elhigh-radmid-az270 + elhigh-radmid-az315,3,0.7859342424038651,0.7855148872645508,0.000419355139314348,0.885185185957838,high,mid,270 + 315,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radnear-az000,elmid-radnear-az315,ellow-radnear-az000 + elmid-radnear-az315,5,0.9685748033498214,0.968157358670144,0.0004174446796774145,1.0,low + mid,near,000 + 315,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radnear-az045,elhigh-radmid-az090,ellow-radnear-az045 + elhigh-radmid-az090,4,0.9178485089424591,0.9174392166632996,0.00040929227915942334,0.9239508939357031,low + high,near + mid,045 + 090,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az225,ellow-radmid-az270,ellow-radnear-az225 + ellow-radmid-az270,6,0.9561598313884723,0.9557628240908395,0.00039700729763281206,0.9323580603261953,low,near + mid,225 + 270,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az225,elhigh-radmid-az045,elhigh-radnear-az225 + elhigh-radmid-az045,5,0.9156087586090059,0.9152260089741248,0.0003827496348811632,1.0,high,near + mid,045 + 225,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
ellow-radfar-az270,elmid-radnear-az315,ellow-radfar-az270 + elmid-radnear-az315,3,0.9559283302405935,0.9555457776174118,0.0003825526231817644,1.0,low + mid,near + far,270 + 315,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az270,elhigh-radnear-az135,ellow-radmid-az270 + elhigh-radnear-az135,3,0.8711919362385837,0.8708262214716171,0.0003657147669665628,0.9333333333333332,low + high,near + mid,135 + 270,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az270,elhigh-radnear-az045,ellow-radfar-az270 + elhigh-radnear-az045,7,0.9382461626771728,0.9378819867761692,0.00036417590100357167,0.9534674045877606,low + high,near + far,045 + 270,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
elmid-radmid-az000,elmid-radfar-az135,elmid-radmid-az000 + elmid-radfar-az135,9,0.9051197377510533,0.9047658383670014,0.00035389938405183674,0.9359641355659148,mid,mid + far,000 + 135,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az045,elhigh-radmid-az090,elmid-radnear-az045 + elhigh-radmid-az090,6,0.9164132361239936,0.916059491937767,0.0003537441862265789,0.8888878618898829,mid + high,near + mid,045 + 090,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radmid-az225,elmid-radmid-az270,elmid-radmid-az225 + elmid-radmid-az270,3,0.9434767660310565,0.9431242397448282,0.00035252628622828297,0.9822916666666667,mid,mid,225 + 270,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
elhigh-radmid-az135,elhigh-radmid-az225,elhigh-radmid-az135 + elhigh-radmid-az225,4,0.8981186635246932,0.8977688638294161,0.00034979969527704213,0.944791667535901,high,mid,135 + 225,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elhigh-radnear-az180,elhigh-radfar-az180,elhigh-radnear-az180 + elhigh-radfar-az180,6,0.9114793477670329,0.9111297554029463,0.0003495923640866039,0.9604166666666667,high,near + far,180,1,2,1,0,0.0,near_far,same_elevation,same_azimuth,distance_only,1
elmid-radmid-az045,elmid-radfar-az135,elmid-radmid-az045 + elmid-radfar-az135,7,0.9185329291574565,0.9181849085920659,0.00034802056539062765,0.9467301600565986,mid,mid + far,045 + 135,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radnear-az270,elhigh-radnear-az225,elmid-radnear-az270 + elhigh-radnear-az225,7,0.9628343617690902,0.9624864681395857,0.0003478936295044921,0.9805399666171597,mid + high,near,225 + 270,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elhigh-radmid-az135,elhigh-radfar-az090,elhigh-radmid-az135 + elhigh-radfar-az090,6,0.9038472134253196,0.9034995449002743,0.0003476685250453082,0.9537450398717607,high,mid + far,090 + 135,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radmid-az090,elmid-radfar-az045,ellow-radmid-az090 + elmid-radfar-az045,5,0.8712813095136873,0.8709511525476806,0.0003301569660066894,0.876333334511353,low + mid,mid + far,045 + 090,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az135,elmid-radfar-az135,elmid-radnear-az135 + elmid-radfar-az135,10,0.9438176259643587,0.9434889462697924,0.00032867969456629176,0.9563383848197532,mid,near + far,135,1,2,1,0,0.0,near_far,same_elevation,same_azimuth,distance_only,1
elhigh-radnear-az315,elhigh-radfar-az180,elhigh-radnear-az315 + elhigh-radfar-az180,2,0.955014354766238,0.9546908109057526,0.00032354386048538686,1.0,high,near + far,180 + 315,1,2,2,135,135.0,near_far,same_elevation,diagonal_135,distance+azimuth,2
ellow-radfar-az045,elmid-radfar-az225,ellow-radfar-az045 + elmid-radfar-az225,3,0.9176383606055794,0.9173159440682532,0.0003224165373261201,0.8448633187117033,low + mid,far,045 + 225,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radfar-az000,elmid-radnear-az000,ellow-radfar-az000 + elmid-radnear-az000,5,0.9580005608976535,0.9576788276887889,0.0003217332088646385,0.943648179300258,low + mid,near + far,000,2,2,1,0,0.0,near_far,adjacent_elevation,same_azimuth,distance+elevation,2
elmid-radnear-az135,elhigh-radmid-az090,elmid-radnear-az135 + elhigh-radmid-az090,8,0.9108558638563116,0.9105575152982719,0.00029834855803967386,0.9351658960746854,mid + high,near + mid,090 + 135,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az135,elmid-radmid-az270,ellow-radnear-az135 + elmid-radmid-az270,5,0.9571827631440926,0.9568960832817481,0.00028667986234443,0.9655555558866924,low + mid,near + mid,135 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az315,elhigh-radnear-az270,elmid-radnear-az315 + elhigh-radnear-az270,5,0.9654830253297042,0.9652262868111393,0.0002567385185648918,1.0,mid + high,near,270 + 315,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radnear-az090,elhigh-radfar-az315,ellow-radnear-az090 + elhigh-radfar-az315,4,0.9664440486901835,0.966187970392836,0.0002560782973475284,0.990000000745058,low + high,near + far,090 + 315,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
elhigh-radnear-az225,elhigh-radfar-az225,elhigh-radnear-az225 + elhigh-radfar-az225,5,0.9137944645508675,0.9135501469053672,0.0002443176455003693,0.9792431566959033,high,near + far,225,1,2,1,0,0.0,near_far,same_elevation,same_azimuth,distance_only,1
elmid-radmid-az090,elmid-radmid-az315,elmid-radmid-az090 + elmid-radmid-az315,2,0.8526199147431583,0.8523759580720274,0.00024395667113097375,0.8700000007450581,mid,mid,090 + 315,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radmid-az000,ellow-radmid-az135,ellow-radmid-az000 + ellow-radmid-az135,4,0.9071914357694117,0.9069503718439202,0.00024106392549150257,0.8625000001862645,low,mid,000 + 135,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radmid-az315,ellow-radfar-az090,ellow-radmid-az315 + ellow-radfar-az090,4,0.9365805743153199,0.9363472578246297,0.00023331649069024962,0.9089304576091279,low,mid + far,090 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az270,elmid-radfar-az225,elmid-radnear-az270 + elmid-radfar-az225,3,0.9688065690387369,0.968585341705713,0.00022122733302387676,1.0,mid,near + far,225 + 270,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
elmid-radmid-az180,elhigh-radmid-az180,elmid-radmid-az180 + elhigh-radmid-az180,5,0.899789132219697,0.8995774154128184,0.0002117168068785924,0.9117979840359303,mid + high,mid,180,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
elmid-radnear-az180,elmid-radnear-az225,elmid-radnear-az180 + elmid-radnear-az225,4,0.9555187735549131,0.9553098129177489,0.00020896063716424607,0.9811383933361087,mid,near,180 + 225,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radmid-az090,elmid-radfar-az225,ellow-radmid-az090 + elmid-radfar-az225,7,0.9006757713619749,0.9004678395733308,0.000207931788644089,0.948103177539083,low + mid,mid + far,090 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az045,elmid-radfar-az180,ellow-radmid-az045 + elmid-radfar-az180,5,0.8836140101317504,0.8834161092410262,0.00019790089072424522,0.8575000002048909,low + mid,mid + far,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az180,elmid-radmid-az045,ellow-radnear-az180 + elmid-radmid-az045,6,0.9262129111762748,0.9260247797230653,0.00018813145320950575,0.9786666670242945,low + mid,near + mid,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az270,ellow-radmid-az315,ellow-radmid-az270 + ellow-radmid-az315,3,0.945523463914976,0.9453375839356019,0.00018587997937413725,0.9420238120108843,low,mid,270 + 315,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radmid-az000,ellow-radfar-az135,ellow-radmid-az000 + ellow-radfar-az135,7,0.8704815082105485,0.8703091168906363,0.0001723913199122018,0.875396825491436,low,mid + far,000 + 135,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az000,elhigh-radmid-az180,elmid-radnear-az000 + elhigh-radmid-az180,5,0.9243289353551966,0.9241793735748729,0.0001495617803236593,0.9766666674613953,mid + high,near + mid,000 + 180,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az000,elmid-radfar-az315,ellow-radmid-az000 + elmid-radfar-az315,6,0.8752057117972191,0.8750571019611156,0.00014860983610343048,0.8498961061171618,low + mid,mid + far,000 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az135,elmid-radnear-az315,ellow-radmid-az135 + elmid-radnear-az315,8,0.9632775546366408,0.9631336956963454,0.0001438589402953383,0.99140625,low + mid,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
elmid-radmid-az135,elhigh-radnear-az270,elmid-radmid-az135 + elhigh-radnear-az270,4,0.9491052150971937,0.9489619901351727,0.00014322496202101576,1.0,mid + high,near + mid,135 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az315,elhigh-radmid-az135,ellow-radnear-az315 + elhigh-radmid-az135,7,0.9402436334967571,0.9401069050007287,0.00013672849602841541,0.9476984150305627,low + high,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az045,elmid-radmid-az270,ellow-radfar-az045 + elmid-radmid-az270,4,0.9030470136678339,0.902922431086524,0.00012458258130987332,0.965625,low + mid,mid + far,045 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az315,elmid-radmid-az270,elmid-radnear-az315 + elmid-radmid-az270,5,0.9237766551835712,0.9236555205424715,0.00012113464109975158,0.9456250001490115,mid,near + mid,270 + 315,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elmid-radnear-az315,elhigh-radnear-az135,elmid-radnear-az315 + elhigh-radnear-az135,7,0.8999853118718525,0.8998705398063065,0.00011477206554599828,0.9299821429763522,mid + high,near,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radmid-az135,elhigh-radnear-az315,ellow-radmid-az135 + elhigh-radnear-az315,5,0.9029146016993614,0.9028144554378649,0.0001001462614965698,0.9400000000000001,low + high,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az090,elmid-radmid-az045,ellow-radmid-az090 + elmid-radmid-az045,4,0.9519434283203845,0.95184369500197,9.973331841450772e-05,0.953125,low + mid,mid,045 + 090,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radnear-az225,elmid-radfar-az225,elmid-radnear-az225 + elmid-radfar-az225,6,0.928590608842289,0.9284945365962572,9.607224603169762e-05,0.9806060607866808,mid,near + far,225,1,2,1,0,0.0,near_far,same_elevation,same_azimuth,distance_only,1
elmid-radfar-az135,elhigh-radfar-az315,elmid-radfar-az135 + elhigh-radfar-az315,6,0.8474613593795167,0.8473784147594211,8.294462009561521e-05,0.882147308117362,mid + high,far,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radmid-az225,elmid-radmid-az315,elmid-radmid-az225 + elmid-radmid-az315,4,0.9019713551269817,0.9018918830820706,7.947204491109972e-05,0.95,mid,mid,225 + 315,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elhigh-radnear-az045,elhigh-radfar-az180,elhigh-radnear-az045 + elhigh-radfar-az180,3,0.9262216495764015,0.926142200334669,7.94492417325321e-05,1.0,high,near + far,045 + 180,1,2,2,135,135.0,near_far,same_elevation,diagonal_135,distance+azimuth,2
elmid-radmid-az045,elhigh-radnear-az315,elmid-radmid-az045 + elhigh-radnear-az315,5,0.9502625856546857,0.9501840417895828,7.854386510286471e-05,1.0,mid + high,near + mid,045 + 315,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az225,elhigh-radmid-az045,ellow-radnear-az225 + elhigh-radmid-az045,4,0.938354314694327,0.9382785290494029,7.578564492405349e-05,0.9615833336040378,low + high,near + mid,045 + 225,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
elhigh-radnear-az225,elhigh-radmid-az315,elhigh-radnear-az225 + elhigh-radmid-az315,2,0.9405762699285702,0.9405130061407618,6.326378780840969e-05,1.0,high,near + mid,225 + 315,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radnear-az090,elmid-radfar-az180,elmid-radnear-az090 + elmid-radfar-az180,3,0.953867475914438,0.953807347842087,6.01280723510067e-05,0.9377896616318381,mid,near + far,090 + 180,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radmid-az135,elhigh-radfar-az045,elmid-radmid-az135 + elhigh-radfar-az045,4,0.9396557165617505,0.9396075064509724,4.82101107781574e-05,1.0,mid + high,mid + far,045 + 135,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az315,elhigh-radmid-az000,elmid-radnear-az315 + elhigh-radmid-az000,9,0.9399792905545092,0.9399396453923797,3.964516212950908e-05,0.9618611112038296,mid + high,near + mid,000 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radmid-az225,elhigh-radnear-az180,elmid-radmid-az225 + elhigh-radnear-az180,2,0.9300058194506011,0.9299698008419313,3.6018608669863283e-05,0.98125,mid + high,near + mid,180 + 225,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az315,elhigh-radmid-az000,ellow-radmid-az315 + elhigh-radmid-az000,5,0.9165434427421417,0.91651714097082,2.6301771321679546e-05,0.9752083328614634,low + high,mid,000 + 315,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
elhigh-radmid-az225,elhigh-radfar-az045,elhigh-radmid-az225 + elhigh-radfar-az045,5,0.9452812197732612,0.9452572078712471,2.4011902014065e-05,0.984375,high,mid + far,045 + 225,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
ellow-radfar-az090,elhigh-radnear-az000,ellow-radfar-az090 + elhigh-radnear-az000,8,0.9546195193834368,0.9546048981953215,1.462118811534907e-05,0.982787510943019,low + high,near + far,000 + 090,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az045,elhigh-radnear-az135,elmid-radnear-az045 + elhigh-radnear-az135,3,0.921826701419152,0.921815807771838,1.0893647313992005e-05,0.9423015880371843,mid + high,near,045 + 135,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
elhigh-radnear-az000,elhigh-radmid-az135,elhigh-radnear-az000 + elhigh-radmid-az135,4,0.9032426003741021,0.903237426849925,5.173524177060074e-06,0.9444444448583655,high,near + mid,000 + 135,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az225,elmid-radfar-az180,ellow-radnear-az225 + elmid-radfar-az180,2,0.9786645109035028,0.9786645109035028,0.0,1.0,low + mid,near + far,180 + 225,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az225,ellow-radfar-az315,ellow-radmid-az225 + ellow-radfar-az315,1,0.9764773832161566,0.9764773832161566,0.0,0.6724537027534098,low,mid + far,225 + 315,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az315,elmid-radmid-az135,ellow-radfar-az315 + elmid-radmid-az135,1,0.9764773832161566,0.9764773832161566,0.0,0.8183694142619254,low + mid,mid + far,135 + 315,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az090,ellow-radfar-az045,ellow-radmid-az090 + ellow-radfar-az045,1,0.9762454984890496,0.9762454984890496,0.0,1.0,low,mid + far,045 + 090,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az270,elmid-radnear-az225,ellow-radnear-az270 + elmid-radnear-az225,2,0.9760721451070538,0.9760721451070538,0.0,1.0,low + mid,near,225 + 270,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radfar-az090,elmid-radnear-az225,ellow-radfar-az090 + elmid-radnear-az225,1,0.9743745352804183,0.9743745352804183,0.0,1.0,low + mid,near + far,090 + 225,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az270,elmid-radmid-az225,ellow-radnear-az270 + elmid-radmid-az225,3,0.9741215624092637,0.9741215624092637,0.0,1.0,low + mid,near + mid,225 + 270,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az270,elhigh-radmid-az180,ellow-radnear-az270 + elhigh-radmid-az180,1,0.9740984470051615,0.9740984470051615,0.0,0.9,low + high,near + mid,180 + 270,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az135,elhigh-radmid-az135,ellow-radnear-az135 + elhigh-radmid-az135,1,0.9737500318034868,0.9737500318034868,0.0,1.0,low + high,near + mid,135,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radnear-az225,elmid-radfar-az315,ellow-radnear-az225 + elmid-radfar-az315,3,0.9735573281241857,0.9735573281241857,0.0,0.9589285710501292,low + mid,near + far,225 + 315,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az315,elmid-radmid-az180,elmid-radnear-az315 + elmid-radmid-az180,2,0.9729753691437821,0.9729753691437821,0.0,0.9466666700442632,mid,near + mid,180 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radmid-az135,ellow-radfar-az225,ellow-radmid-az135 + ellow-radfar-az225,1,0.9726553302965328,0.9726553302965328,0.0,1.0,low,mid + far,135 + 225,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az045,elhigh-radnear-az000,ellow-radfar-az045 + elhigh-radnear-az000,2,0.9725247226687621,0.9725247226687621,0.0,0.9303385389503092,low + high,near + far,000 + 045,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az225,elmid-radfar-az000,elmid-radnear-az225 + elmid-radfar-az000,2,0.972418989483451,0.972418989483451,0.0,1.0,mid,near + far,000 + 225,1,2,2,135,135.0,near_far,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az315,elhigh-radnear-az180,elmid-radnear-az315 + elhigh-radnear-az180,1,0.9718830449498483,0.9718830449498483,0.0,0.9416666701436043,mid + high,near,180 + 315,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
elmid-radnear-az045,elhigh-radfar-az180,elmid-radnear-az045 + elhigh-radfar-az180,4,0.9716811785622355,0.9716811785622355,0.0,1.0,mid + high,near + far,045 + 180,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
